"X","tweet_text","directed_at","tweet_sentiment"
5446,"RT @mention Badgeless event! Free Drinks! “@mention Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de Cháo #sxsw”","Other Google product or service","positive"
5447,"RT @mention Badger @mention on Angel News #sxsw {link} - nice one. Also we're giving away a free iPad 2 - {link} #contest",NA,"neutral"
5448,"RT @mention Barton Hollow is a free song download &amp; featured album on @mention @mention 2011 Featured Mix! {link} #iTunes #sxsw",NA,"neutral"
5449,"RT @mention Beautiful day in #austin! Come by and grab a slice or two. If you check in on #google, you can get a deal. #sxswi #SXSW",NA,"neutral"
5450,"RT @mention Before It Even Begins, #Apple Wins #SXSW {link} by @mention","Apple","positive"
5451,"RT @mention Before it even begins, Apple wins #SXSW {link}","Apple","positive"
5452,"RT @mention Before It Even Begins, Apple Wins #SXSW {link} /by @mention for @mention","Apple","positive"
5453,"RT @mention Before It Even Begins, Apple Wins #SXSW {link} on @mention","Apple","positive"
5454,"RT @mention Before It Even Begins, Apple Wins #SxSW, {link} -&gt; gonna get sum! via @mention","Apple","positive"
5455,"RT @mention Behaviour diff. Lots of phone calls while using ipad/laptop. Notsomuch with the mobiles internets. #sxsw",NA,"neutral"
5456,"RT @mention Behind on 100s of emails? Give them all 1 line iPhone composed replies. #SXSW #protip",NA,"neutral"
5457,"RT @mention Ben benieuwd! RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles",NA,"neutral"
5458,"RT @mention Best Brand Marketing at #SXSW: GE @mention solar powered carousel, @mention Rock 'n Roll Trailer Park, Apple's iPad2 pop-up shop",NA,"positive"
5459,"RT @mention Best iPad design: Big chunky elements. Generous space. Clarity trumps density. Tap quality trumps tap quantity. #tapworthy #sxsw","iPad","positive"
5460,"RT @mention Best pickup-line at #SXSW: Do you have an iPhone charger?",NA,"neutral"
5461,"RT @mention BEST SWAG EVER. Thanks @mention My charging iPhone thanks you, too. #SXSW {link}","iPhone","positive"
5462,"RT @mention best thing abt @mention for #SXSW?  great food &amp; drink w/patio &amp; plenty of free parking | 5-10 min N of &quot;the mess&quot; {link}",NA,"neutral"
5463,"RT @mention Best thing heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention",NA,"neutral"
5464,"RT @mention Best thing I've heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention",NA,"neutral"
5465,"RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my #iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;",NA,"neutral"
5466,"RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don'… (cont) {link}",NA,"neutral"
5467,"RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;",NA,"neutral"
5468,"RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention","iPad","negative"
5469,"RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention","iPad","negative"
5470,"RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; @mention","iPad","negative"
5471,"RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; &lt;Amen!&gt;",NA,"negative"
5472,"RT @mention Best thing I've heard this wknd @mention #SXSW &quot;I gave my iPad 2 money 2 #Japan relief. I don't need iPad 2&quot;(@mention @mention)",NA,"negative"
5473,"RT @mention Best thing I've heard this wknd at #SXSW &quot;Gave my iPad 2 $ to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention",NA,"neutral"
5474,"RT @mention Best thing I've heard this wknd at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;",NA,"neutral"
5475,"RT @mention Better get in line now. RT @mention Apple is opening up a temp store in downtown Austin for #SXSW &amp; iPad 2 launch {link}","Apple","positive"
5476,"RT @mention Big night: Come party down with @mention and Google tonight at #sxsw: {link} Bands, food, art, interactive maps! cc: @mention",NA,"neutral"
5477,"RT @mention biggest takeaway from #UXDes thus far -- bring physical world into your iPad design &amp; recreate already learned experiences. #sxsw",NA,"neutral"
5478,"RT @mention Biomimicry as the basis of design and problem solving. Google studying flocking and swarming behavior to understand collab. Brilliant. #sxsw","Google","positive"
5479,"RT @mention Black or white iPad?  #sxsw #iPad2",NA,"neutral"
5480,"RT @mention Blogger is about due for an update... Google takes action and will showcase the new design at #SXSW {link}","Google","positive"
5481,"RT @mention Boooo! RT @mention Flipboard is developing an iPhone version, not Android, says @mention #sxsw",NA,"neutral"
5482,"RT @mention Booth 313, There is still time for the power challenge. Ride the bike. Get a bottle, enter to win an iPad. #sxsw #thisiscrazyfun",NA,"neutral"
5483,"iPad 2's on both sides of me. I just want to hold them. Please? Pretty please? #geekout #sxsw","iPad","positive"
5484,"RT @mention Bounced over to catch Google's Marissa Mayer speak. Always admired her - intelligent, classy, successful. #sxsw",NA,"positive"
5485,"RT @mention Brilliant move by Apple: before it even begins, Apple wins #SXSW {link}","Apple","positive"
5486,"RT @mention Brought up how Google Maps had rerouted all images of JCPenney to images of Macys or trashy restraunts. They had no comment #uosxsw #sxsw","Other Google product or service","negative"
5487,"RT @mention Brown Paper is coming down on the windows of the #SXSW PopUp Apple Store.  {link}",NA,"neutral"
5488,"RT @mention Building a custom Android home screen for #sxsw #SXSWi stuff. Any other must haves? {link}",NA,"neutral"
5489,"RT @mention Buying iPad2? Turn in ur iPad1, Apple store wipes it clean, donates to schools. Mrs. Jobs idea. #Apple #iPad2 #SXSW",NA,"positive"
5490,"RT @mention By looking around at SXSWi, you would think Apple was the only tech company in existence. #SXSW",NA,"neutral"
5491,"RT @mention Calvin is now the Geek Charlie Sheen with his goddesses. @mention @mention @mention @Schmittastic #google #SXSW",NA,"neutral"
5492,"RT @mention Calvin is now the Geek Charlie Sheen with his goddesses. @mention @mention @mention #google #SXSW",NA,"neutral"
5493,"RT @mention Cameron Sinclair @mention Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone {link}",NA,"neutral"
5494,"RT @mention Cameron Sinclair @mention Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone {link}  -retweet this",NA,"neutral"
5495,"RT @mention Cameron Sinclair @mention Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone {link} //",NA,"neutral"
5496,"RT @mention Cameron Sinclair Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone  {link} #sxsw4jp #archforhumanity",NA,"neutral"
5497,"RT @mention Can Google do social? We may shortly find out RT @mention Google to Launch Major New Social Network Called Circles at #SXSW {link}",NA,"neutral"
5498,"RT @mention Can't be at #sxsw? download their free music mix on itunes {link}",NA,"neutral"
5499,"RT @mention Can't be at #sxsw? download their free music mix on itunes {link} cc: @mention",NA,"neutral"
5500,"RT @mention Can't wait anymore!!! :)) &quot;Google to Launch Major New Social Network Called Circles&quot; (via @mention {link} #google #circles #sxsw","Other Google product or service","positive"
5501,"RT @mention Can't wait to see the internet implode in Austin on Friday when everyone stops all normal activity to order an iPad 2 #sxsw","iPad","positive"
5502,"RT @mention Catch Charles Chen @mention SXSW &amp; ask him for a demo of ChromeOS &amp; Android access. Hint: He's wearing a Google Braille shirt. #sxsw",NA,"neutral"
5503,"RT @mention Catch our talk on Text-To-Speech for Android &amp; Chrome @mention The League of Extraordinary Hackers. {link} #SXSW",NA,"neutral"
5504,"RT @mention Catch our talk on Text-To-Speech for Android &amp; Chrome at The League of Extraordinary Hackers. {link} #SXSW",NA,"neutral"
5505,"RT @mention Celebrate Beauty of the Web @mention the MSFT #IE9 launch &amp; play our new #html5 game to win an iPad2 {link} #sxsw",NA,"neutral"
5506,"RT @mention Check out Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",NA,"neutral"
5507,"RT @mention Check out Left Brain Search = Google. Right Brain Search = X at SXSW.
{link} #SXSW #BetterSearch",NA,"neutral"
5508,"RT @mention Check out Lightbox.com at the Team Android Choice Awards finalists announced at #sxsw @mention and team rock!","Android","positive"
5509,"RT @mention Check out our daily #SXSW reports (Dutch): DAY1 {link}  DAY2 {link} More to follow!",NA,"neutral"
5510,"RT @mention Check out the {link} site - download the iPhone app and get ready for SXSW (special Q&amp;A stream) #SXSW","iPad or iPhone App","positive"
5511,"RT @mention Check out the @mention Route {link} ; RSVP here -&gt; https://www.facebook.com/event.php?eid=141164002609303 #sxswi #sxsw",NA,"neutral"
5512,"RT @mention Check out the #dokobots game from @mention for iPhone and Android.  Seems pretty cool. #geogames #SXSW #tmsxsw","iPad or iPhone App","positive"
5513,"RT @mention Check out the daily recaps of #sxsw by @mention &amp; @mention at the @mention hotspot: {link}",NA,"neutral"
5514,"RT @mention Check out the FREE @mention Sampler on iTunes! {link} #SXSW","Other Apple product or service","positive"
5515,"RT @mention Check out the FREE SXSW Sampler on iTunes! {link} #SXSW",NA,"neutral"
5516,"RT @mention Check out the new @mention app {link} - this is gonna be HUGE next week at #sxsw and beyond.",NA,"positive"
5517,"RT @mention Check out this new #android app #bizzy, we're using it to check out #sxsw {link}","Android App","positive"
5518,"RT @mention Check out Your Mom Has an iPad: Designing for Boomers at SXSW.{link} #SXSW",NA,"neutral"
5519,"RT @mention Checking out the Apple pop up store. Looking fwd to checking out the iPad 2. #sxsw #mosaicxm MK {link}","iPad","positive"
5520,"RT @mention Checkins are fun, but we need to extend beyond just being fun and make checkins useful #sxsw #google",NA,"neutral"
5521,"RT @mention Checkout the #TronLoungeSXSW to see Disney 2nd screen, FREE iPad app &amp; TronLegacy R3CONF1GUR3D Soundtrax #SXSW",NA,"neutral"
5522,"RT @mention Checkout the League of Extraordinary Hackers at #SXSW by #LEGO and #GOOGLE - {link}",NA,"neutral"
5523,"So @mention claims Android phones were everywhere at last year's #SXSW. Dude, the iOS to Android ratio is like 15-to-1. iPhone 4 is everywhere","iPhone","positive"
5524,"RT @mention Clearly #wp7dev won the mobile smackdown v iPhone and Android at Iron Dev #sxsw. Kudos @mention",NA,"neutral"
5525,"RT @mention CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV and computers: {link} #SXSW",NA,"neutral"
5526,"RT @mention CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV and computers: {link} #SXSW @mention",NA,"neutral"
5527,"RT @mention Co Founder of Google Teacher Academy is bringing HS students from Austin to show how they use tech:  #SxSW #education",NA,"neutral"
5528,"RT @mention Co Founder of Google Teacher Academy is bringing HS students from Austin to show how they use tech: {link} #SxSW #education",NA,"neutral"
5529,"RT @mention Come by Aquent Booth 1413 at #SXSW to learn about internetonlinewebsite.com, meet us &amp; enter to win an iPad 2!",NA,"neutral"
5530,"RT @mention Come by Google's zone at #SXSW, they've set up a dodgeball court",NA,"neutral"
5531,"RT @mention Come celebrate w/ Charity Water tonight! (Google is throwin the party). Jump start your #sxsw week off right! studentsforcleanwater.org/rsvp","Google","positive"
5532,"RT @mention Come check out @mention iPad App demos at #ARM's #SXSWparty on Mon! {link} #SXSW #SXSW2011",NA,"neutral"
5533,"RT @mention Come get your morning cup of joe from the Evri booth 206 - and sign up to win an iPad 2! #SXSW #sxswi",NA,"neutral"
5534,"RT @mention come over to the Tech Cocktail event tonight to check out our Mobile Smackdown event! #sxsw #iphone #android #windowsphone",NA,"neutral"
5535,"RT @mention Come party down with @mention &amp; Google tonight at #sxsw: {link} Bands, food, art, interactive maps!","Google","positive"
5536,"RT @mention Come party w/ @mention and Google tonight at #sxsw: {link} Bands, food, art, ice cream, nifty interactive maps!",NA,"neutral"
5537,"RT @mention Come to Singapore Roar's Party. The 512 at 6th Street. {link} #sgroars #sxswi #sxsw",NA,"neutral"
5538,"RT @mention Come to the 365PlusMedia booth at #SXSW (across from Google) -- like us on Twitter at the booth and get a free @mention body scrub!!",NA,"neutral"
5539,"RT @mention Complete Android Guide (print) on sale at #sxsw bookstore today: $15. Include 99-cent upgrade to 2.4/3.0-ready ebook. Signing at 4:30!",NA,"neutral"
5540,"RT @mention Conan to his Asst: 'Lots of hipsters here..She's looking for a man w/ a fedora and an Ipad 2' lol! #SXSW",NA,"neutral"
5541,"RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW Now with picture!  {link}",NA,"neutral"
5542,"RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW Now with picture!  {link} ( via @mention who gave us no credit! )",NA,"neutral"
5543,"RT @mention Confusion over Google Circles. Google claim Circles is not being released at #sxsw and is not even in development. {link}",NA,"neutral"
5544,"RT @mention Congrats to @mention for winning the Ipad 2 raffled at the #SmileyParty. Check your inbox for details! #sxsw","iPad","positive"
5545,"RT @mention Contactless iPhone payment system being trialled by Visa &amp; ANZ Bank, due to Apple boycotting existing NFC {link} #SXSW",NA,"neutral"
5546,"RT @mention Cool! Apple to open temporary store at SXSW {link} #sxsw","Apple","positive"
5547,"RT @mention Cool! Apple to open temporary store at SXSW {link} #sxsw now peer pressure will make me buy iPad2","Apple","positive"
5548,"RT @mention Cool. Apple sets up 5,000 sq. ft. temporary store at #SXSW to sell iPad 2's. {link}",NA,"neutral"
5549,"RT @mention Could a game improve ecodriving habits? RT @mention “35 million miles a day are driven while being Google Maps Navigation assisted.&quot;#sxsw","Other Google product or service","positive"
5550,"RT @mention Couple of new blogs: random tips on awesome iPhone app dev: {link} and the politics behind HTML5: {link} #SXSW",NA,"neutral"
5551,"RT @mention Coyne’s very own @mention and @mention are #sxsw. Here’s how to keep up with them while they're on the road {link}",NA,"neutral"
5552,"RT @mention CrisisCommons: Monitoring and Collection of Datasets  - call for volunteers issued - {link} #sxsw #JapanQuake",NA,"neutral"
5553,"RT @mention Cunning Apple, keeping the #iPad2 popup store open late next to #sxsw parties for impulsive lat… (cont) {link}","Apple","positive"
5554,"RT @mention D/L @mention come to the UJ* booth in ACC hall 2! Snap pics &amp; send em to us #FightThePaddle! {link} #SXSW",NA,"neutral"
5555,"RT @mention dancing with myself at google 80s party.... ain't that the truth! need my girl @mention up in this joint #SXSW {link}",NA,"neutral"
5556,"RT @mention Danfung Dennis will be demoing the immersive video rig and iPad platform used in To Hell &amp; Back Again at our #SXSW party",NA,"neutral"
5557,"RT @mention Data is the new oil. (Companies like Google and Facebook have monopoly and terms of service to be wary of) - @mention #sxsw",NA,"neutral"
5558,"RT @mention Dawn's iPad App of the Week is up early to help you prep for #SXSW: {link}","iPad or iPhone App","positive"
5559,"RT @mention DAY 4: SXSWi WRAP-UP with Tracy Shea @mention and Rick and Bobby Liebling @mention - {link} #sxsw #HOTSHEET",NA,"neutral"
5560,"RT @mention Day 5 of #sxsw already! What are you doing? Share photos, video with iReport: {link} or through CNN iPhone app!",NA,"neutral"
5561,"RT @mention Dear folks at #SXSW. Got lost? Can use a FREE compass with map built-in? Here's one: {link}",NA,"neutral"
5562,"RT @mention Decided to go to LA instead of #SXSW, because my AT&amp;T iPhone would be about as useful as a brick in Austin.","iPhone","negative"
5563,"RT @mention Deleting the #sxsw iPhone app!  {link}","iPad or iPhone App","negative"
5564,"RT @mention DELICIOUSLY IRONIC GOOGLE PRIVACY PARTY MADE WHOLE BY &quot;BANKING CARTEL, MILITARY-SCIENTIFIC DICTATORSHIP TAKEOVER&quot; CAB RANT! #SXSW","Google","negative"
5565,"RT @mention Design for iPad is like a design 101 class. Will someone give a talk and assume that we didn't all ditch our previous experience #sxsw",NA,"neutral"
5566,"RT @mention Designing for the iPad? Catch @mention Matt Carlson &amp; @mention Matthew Davis at #SXSW (Mon. 9:30) at the Hilton. {link}",NA,"neutral"
5567,"RT @mention Details for the iPad 2 giveaway coming tonight, RT this! #SXSW #sxswi","iPad","positive"
5568,"RT @mention Details for the iPad 2 giveaway coming tonight, RT this! #SXSW #sxswi - What about folks NOT at SXSW?","iPad","positive"
5569,"RT @mention Developers Learn About Mobile Accessibility #sxsw, Android 3.0 to Include Browser Access {link}",NA,"neutral"
5570,"RT @mention Developers Learn About Mobile Accessibility at #sxsw, Android 3.0 to Include Browser Access #a11y2go {link}",NA,"neutral"
5571,"RT @mention deviantART buys 3 iPad 2's in Austin, tests Muro drawing, it's super fast!! #deviantART #SXSW {link}","iPad","positive"
5572,"RT @mention deviantART buys 3 iPad 2's in Austin, tests Muro drawing, it's super fast!! #deviantART #SXSW htt… (cont) {link}","iPad","positive"
5573,"RT @mention Did some one say free music? Did someone say free @mention music!? Yes, yes they did. {link} #SXSW #FreeMusic",NA,"neutral"
5574,"RT @mention Did you miss Google's VP of Search, Marissa Mayer last week? Listen to the interview here  {link} #SXSW",NA,"neutral"
5575,"RT @mention Did... what my mom might call The Big at #SXSW. Power plant, CNN, Google, and offchain set by Trombone Shorty at PBS.",NA,"neutral"
5576,"RT @mention Digging John McRee's talk about designing for Boomers? Maybe you'll like this research: {link} #sxsw",NA,"neutral"
5577,"RT @mention Digging John McRee's talk about designing for Boomers? Maybe you'll like this research: {link} #sxsw #yourmom #olderadults",NA,"neutral"
5578,"RT @mention Diller on Google TV: &quot;The first product wasn't good. It wasn't a consumer product, basically.&quot; #sxsw #diller","Other Google product or service","negative"
5579,"RT @mention Diller: Why would you do product only for the iPad or any one form factor in today's multichannel, multi platform world? #SXSW #KetchSX",NA,"neutral"
5580,"RT @mention Dispatches from the #iPad 2 front lines {link} #aspengrove #aspengrove #austin #line #sxsw #tx",NA,"neutral"
5581,"RT @mention Do I really need to get vaccines before #sxsw? iPhone-onset prostate cancer, chortler's cough, mustachepox. Are these real things?",NA,"neutral"
5582,"RT @mention Domo for iOS and Android just got released! @mention #domo #tonchidot #boom #sxsw",NA,"neutral"
5583,"RT @mention Don't forget tomorrow is the music tech category. Download our android or iPhone app before you show up. #sxswaccel #sxsw",NA,"neutral"
5584,"RT @mention don't forget! come to our Q&amp;A With Google's @mention &amp; Bing's @mention On Ranking panel Mon 12:30pm at #sxsw {link}",NA,"neutral"
5585,"RT @mention Don't just create something new on iPad, create comfort. Ex. NYTimes looks like a newspaper. #tapworthy #sxsw",NA,"neutral"
5586,"RT @mention Don't worry you guys, found an iPhone charger. WHAT'S THE DEAL WITH HIPSTERS AND BEARDS, RIGHT?!?! #sxsw",NA,"positive"
5587,"RT @mention Dont miss Charles Chen for Android/ChromeOS  Access at SXSW: @mention the Google booth in Exhibit Hall 3 @mention 1PM #sxsw",NA,"neutral"
5588,"RT @mention Download @mention new Austin iPhone app for free during SXSW {link} (thanks for the tip @mention #sxsw","iPad or iPhone App","positive"
5589,"RT @mention Download 20+ free tracks from the @mention Music Sampler on @mention including @mention {link} #SXSW",NA,"neutral"
5590,"RT @mention Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today!  {link}",NA,"neutral"
5591,"RT @mention Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today!  {link} #dtsxsw #fb",NA,"neutral"
5592,"RT @mention Download the official Featured Artists of #SXSW playlist via iTunes - 22 songs for absolutley #free - {link}",NA,"neutral"
5593,"RT @mention driving around austin on google street view scoping out locations. from my desk. #sxsw",NA,"neutral"
5594,"RT @mention Dude, you're at an Outkast concert and you're tweeting from an iPad. RT @mention Old school players to new school fools. #SXSW",NA,"neutral"
5595,"RT @mention Dudes! Dudes! Check it out: Tweet anything w/ 'iPad' in it &amp; naked lady response bots will tell you how they 'simply gaimed one free' #sxsw",NA,"neutral"
5596,"RT @mention Egyptian content flood. &quot;Google had to put up two more servers after web came back up.&quot; #SxSW #sxswsa",NA,"neutral"
5597,"RT @mention Ellen Page appearance reduced to @mention iphone call. Hearts. Broken. #sxsw #super","iPhone","neutral"
5598,"RT @mention Enchantment: get a trustworthiness of #zappos likeability of #virgin and a product of #apple @mention #sxsw",NA,"neutral"
5599,"RT @mention Engaging #sxsw filter on my @mention iPhone/iPod Twitter app. #youkidshavefun",NA,"neutral"
5600,"RT @mention Enjoying the #sxsw California (Hollywood + Silicon Valley) meets NYC in sunny Austin by-the-pool with cowboy boots + iPad vibe. #sxswi","iPad","positive"
5601,"RT @mention Epic. There's just one guy waiting in line for the iPad 2 in Austin at SXSW. {link} #sxsw #ipad #ipad2","iPad","negative"
5602,"RT @mention Epicurious, flipboard, CNN, wired, and MOMA as examples of good iPad design #SXSW  {link}","iPad or iPhone App","positive"
5603,"RT @mention Even security guards in Austin enjoy iPad time. #SXSW (cc @mention {link}","iPad","positive"
5604,"RT @mention every time u hold yur ipad 2 up in the air to snap a pic it reminds me of a priest holding up a bible. except designed in california. #sxsw",NA,"neutral"
5605,"RT @mention Evidence against NFC in the iPhone 5 via @mention {link} #checkins #sxsw cc: @mention",NA,"neutral"
5606,"RT @mention eww and LOL. RT @mention Just saw a guy tweeting on his iPad while peeing... This is #sxsw",NA,"neutral"
5607,"RT @mention Excellent @mention and @mention presentation on digital magazines {link} #touchingstories #SXSW",NA,"neutral"
5608,"RT @mention Excited to know more about Google Circles. Lucky folks at SXSW to be the first to see? Possible launch today: {link} #sxsw","Other Google product or service","positive"
5609,"RT @mention Excited to see this! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",NA,"positive"
5610,"RT @mention Facebook Killers - Google Circles to be Announced at SXSW Interactive Festival {link} #google #sxsw","Other Google product or service","positive"
5611,"RT @mention Fail Whale artist @mention living through the iPad 2 #sxsw {link}","iPad","positive"
5612,"RT @mention False Alarm: Google Circles Not Coming Now, And Probably Not Ever {link} - so much for reports that it would unveil at #sxsw","Other Google product or service","negative"
5613,"RT @mention Fantasy Bracket Challenge &amp; iPad 2 GiveAway {link} via #constantcontact #SXSW #MarchMadness #SelectionSunday",NA,"neutral"
5614,"RT @mention FedEx Trucks keep arriving as TV crews interview people in line for first iPad2 at #SXSW PopUp Apple Store.  {link}",NA,"neutral"
5615,"RT @mention Fellow @mention is a #SXSW panelist for the &quot;iPad 2 vs Android vs the World&quot; session today at 3:30. {link}",NA,"neutral"
5616,"RT @mention Fest tip-don't be an iPhone douche.Put away your phone and talk to your fellow festgoers in lines, etc.All good people who love film. #sxsw","iPhone","negative"
5617,"RT @mention Festival Explorer Austin Edition helps keep track of SXSW bands you want to see &amp; makes recommendations too: {link} #fb #sxsw",NA,"neutral"
5618,"RT @mention Filming with the iPad is so much cooler than a lame iPhone... #sxsw (at @mention live show)  {link}","iPad","positive"
5619,"RT @mention Finally fed up with #AngryBirds, Julian screamed &quot;I got your no-fly zone right here, pigfucker!&quot; and threw his iPad at some kid. #sxsw","iPad","negative"
5620,"RT @mention Find where @mention is playing at #SXSW on the #eventseekr app for Android. We got u! {link}",NA,"neutral"
5621,"RT @mention First day the exhibit hall is open at #SXSW! Stop by the #EMC booth to enter to win an iPad 2! @mention","iPad","positive"
5622,"RT @mention First in line this morning at the Apple pop-up store in Austin, @mention caught the @mention this morning {link} #sxsw",NA,"neutral"
5623,"RT @mention First person to stop by our booth at SXSW &amp; show me their iPad 2 running one if our apps wins a free SnakeHeead Tee Shirt #SXSW","iPad or iPhone App","positive"
5624,"RT @mention First shots w/iPad 2 from #sxsw {link}",NA,"neutral"
5625,"RT @mention First stop on the #SXSW @mention &amp; @mention hunt: Austin Java. Get in the spy game now for a chance to win an iPad!",NA,"neutral"
5626,"RT @mention Flipboard is developing an iPhone version, not Android, says @mention #sxsw",NA,"neutral"
5627,"RT @mention Flipboard is developing an iPhone version, not Android, says @mention #sxswi #sxsw",NA,"neutral"
5628,"RT @mention Flipboard's next platform will be the iPhone, CEO @mention says #sxsw",NA,"neutral"
5629,"RT @mention Fodder for #snubor panel at #SXSW: &quot;Right to Forget&quot; gains traction in Europe, causing issues for Google {link}",NA,"negative"
5630,"RT @mention Follow our #SXSW coverage at {link} on mobile at {link} or with our iPhone app http://bit.ly/guardianapp",NA,"neutral"
5631,"RT @mention Following the @mention #leanUX panel from #sxsw on Realtime on Google Docs {link} thanks to @mention",NA,"neutral"
5632,"RT @mention Following the Bing/Google SEO session #qagb at #SXSW and my buddy @mention #seo",NA,"neutral"
5633,"RT @mention For any retailers headed to SXSW this month, check out @mention - Google's SXSW Twitter presence. #sxsw",NA,"neutral"
5634,"RT @mention For everyone at #SXSW here is a map of my favorite places in Austin {link} @mention @mention",NA,"neutral"
5635,"RT @mention For many of you that asked last night about the free Android phone... Sign up for urthots.com, then visit urthots.com/promo #sxswi #sxsw",NA,"neutral"
5636,"RT @mention For those #notatSXSW (or at #SXSW), here's {link} Free to download and meet nearby peps",NA,"neutral"
5637,"RT @mention Forgot my iPhone for #sxsw. Android only. Knife to a gun fight","Android","positive"
5638,"RT @mention forward to delicious T-Mobile 4G here in Austin while iPhone users struggle to do anything. #SXSW","iPhone","negative"
5639,"RT @mention Found a road dawg to check out this iPad store #sxsw @mention",NA,"neutral"
5640,"RT @mention Found the app kyping my iPhone's geolocation &amp; not releasing when in background. Need a patch, @mention #batterykiller #SXSW","iPad or iPhone App","negative"
5641,"RT @mention foursquare 3.0 just in time for #sxsw. Wonder what the iphone and android guys will get this time.",NA,"neutral"
5642,"RT @mention Free &quot;Payments on the #Android Platform&quot; Webinar on March 30th - register today! {link} #sxsw  ^MR",NA,"neutral"
5643,"RT @mention Free &quot;Payments on the #Android Platform&quot; Webinar on March 30th - register today! {link} #sxsw ^MR",NA,"neutral"
5644,"RT @mention free #iPad Lounge open daily for #SXSW serving art made on iPads, and local art, free coffee, @mention Austin Details {link} #photo",NA,"neutral"
5645,"RT @mention FREE #iTunes #SXSW ... link takes you to @mention #iTunes store  {link}",NA,"neutral"
5646,"RT @mention Free #sxsw Lemonade Stand. iPhone, Android, and WP7 in two days on #startupbus. {link} {link}",NA,"neutral"
5647,"RT @mention Free iTunes Album, #SXSW Featured Artists, grab it if you missed it: {link}",NA,"positive"
5648,"RT @mention free jams! why not? {link} #sxsw @mention @mention",NA,"neutral"
5649,"RT @mention Free stuff alert! Download @mention new #Austin guide for free this week: {link} #sxsw",NA,"neutral"
5650,"RT“@mention Fret not, iPhone owners. Apple to open temporary store at #SXSW. {link} via @mention",NA,"neutral"
5651,"RT @mention From #Apple to Naomi Campbell: pop-up stores are all the rage: {link} #sxsw",NA,"neutral"
5652,"RT @mention From #SXSW: @mention says @mention playing with NFC for next gen devices. Nexus S now, iPhone 5 next?",NA,"neutral"
5653,"RT @mention From a poster he saw RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",NA,"neutral"
5654,"RT @mention Front Gate Tickets Present The Morning After Party 3/18 https://sites.google.com/site/frontgatesxsw11/ #SXSW Music",NA,"neutral"
5655,"RT @mention Full #SXSW #touchingstories presentation:  {link}",NA,"neutral"
5656,"RT @mention Full #SXSW #touchingstories presentation: {link}",NA,"neutral"
5657,"RT @mention Fun with interactive maps at the @mention and Google party: {link} #sxsw","Other Google product or service","positive"
5658,"RT @mention Funny moment at #sxsw panel when Dennis Crowley gets iPad 2 owners to hold up their new iPad 2. It looked like lighters at a rock concert.","iPad","positive"
5659,"RT @mention Funny that even CNN is saying to stay clear of Austin Apple store on Friday (iPad 2 launch) cuz of #sxsw. {link}",NA,"neutral"
5660,"RT @mention Funny to be at the PSFK session sponsored by Microsoft. All they do is to talk about Apple. #SXSW","Apple","positive"
5661,"RT @mention gabacustweets: iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link} #sxsw #s... {link} #SocialMedia #BRK","iPad","positive"
5662,"RT @mention GameSalad is the topic of a Dutch podcast! {link} #gssxsw #sxsw #sxsw2011 #SXSWNL",NA,"neutral"
5663,"RT @mention Gearing up to make a splash, @mention to Launch &quot;@mention or Living Social-type&quot; Rewards at #SXSW {link}",NA,"neutral"
