"tweet_text","tweet_sentiment"
"Mood after #GOPDebate http://t.co/404gmXjf64","negative"
"I'm officially calling pro-choicers ""science deniers."" #prolife #GOPDebate","negative"
"When you have to whine about how you're ""your own man,"" you're probably not. Talking to you, @JebBush. #JebBush #GOPDebate","negative"
"LCMauor: RT philstockworld: From our Live Chat Room: #GOPDebate #Trump #Futures $SPY #NonFarmPayrolls #Jobs #NetflÛ_ http://t.co/AuhlNZa3Ww","neutral"
"I would of guessed it was his haircut. #GOPDebate #ScottWalker  https://t.co/rYvtecZ0pm","negative"
"nalin: RT merket: Anyone else notice Carlton during the #GOPDebate last night? http://t.co/spBAs1QF4l http://t.co/AuhlNZa3Ww","neutral"
"EmmaJeter: Watching more on the #GOPDebate and if Donald Trump wasn't such a misogynist pig he wouldn't be a complÛ_ http://t.co/AuhlNZa3Ww","negative"
"RT @Writeintrump: To prove I'm a good sport, I'm giving all the losers of tonight's #GOPDebate The Apprentice board game to take home. httpÛ_","positive"
"RT @brianinoty: LET'S NOT FORGET no one has ever been shot for ""not being politically correct"" no one has had their liberties violated overÛ_","negative"
"RT @KurtSchlichter: Trump is actually right about the bankruptcy laws. Someone please kill me. #GOPDebate","positive"
"AndrewDiPonio: InvestingLatest ,, $twtr had 2.24M tweets regarding the following trend #GOPDebate. How many like oÛ_ http://t.co/AuhlNZa3Ww","neutral"
"RT @stephenedwardc: #GOPDebate Bingo cards! http://t.co/FyTD1UrPfb","neutral"
"laprofe63: RT LoseThosePoundz: When you're searching for a comeback but you really don't have a clue
#GOPdebate Û_ http://t.co/AuhlNZa3Ww","negative"
"adamkareem: Was that a #GOPDebate last night? All the smack they were talking about each other seemed more like leÛ_ http://t.co/AuhlNZa3Ww","negative"
"@FrankLuntz LOL sham focus group, a bunch of Bush/RNC plants! #Trump2016 won #GOPDebate hands down!","positive"
"Aldon Smiths #GOPDebate party must have been off the hook #49ers #nfl","neutral"
"latham312: RT Franklin_Graham: 1st #GOPDebate--Encouraging to see several candidates express their faith in God anÛ_ http://t.co/AuhlNZa3Ww","positive"
"RT @rhowardbrowne: Ben Carson: ""I'm only one who removed half a brain, but if you went to Washington, you'd think someone beat me to it."" #Û_","positive"
"RT @Rev_Norespect: Which one of these guys can get Joel O'Steen to frown? He get's my vote. #GOPDebate","neutral"
"Last night's debate only proved that we will never move forward as a nation until we stop voting in #Democrats &amp; #Republicans. #gopdebate","negative"
"Fast forward #GOPDebate 2016' to #GOPDebate 2040' "" We need a wall ""","neutral"
"RT @JeneralPR: Not a single mention of voting rights during the #GOPDebate on the 50th Anniversary of the Voting Rights Act. Just awful.","negative"
"RT @JeffersonObama: The President trolling Cruz during debate #GOPDebate http://t.co/ZB2NT2JvLE","negative"
"RT @BuckSexton: Too much foreign policy tonight, not enough specifics on immigration or Obamacare. Yeah, they all hate ISIS and Iran, we geÛ_","neutral"
"RT @OhNoSheTwitnt: Hillary Clinton sitting at home reciting the names of the GOP candidates like Arya Stark's list. #GOPDebate","neutral"
"#rushlimbaugh FOX moderators received most air time on #GOPDebate","neutral"
"When @BenCarson2016 said he removed half a brain I think  #debbiewashermanshultz was the patient? #GOPDebate","neutral"
"Never Forget: Ted Cruz Never Supported Amnesty.
#GOPDebate","negative"
"Cruz is pretty much saying ""I plan on repealing Obamacare, and not doing shit about healthcare afterwards"" #GOPDebate","negative"
"RT @MissZindzi: SNL's writers RT @ABC7News The first #GOPDebate of the 2016 presidential election is officially over. Who do you think won?","neutral"
"Chris Christie, shown here swallowing a fly during Thursday's #GOPDebate #OhGodMakeItStop2015 http://t.co/z2VX3CRiDr","negative"
"RT @WendyLiebman: I watched the #GOPDebate with the Benny Hill theme song playing.","negative"
"@MissSwiss this is what was missing from the #GOPDebate","neutral"
"RT @Andrew_Marcinko: Here's a FB photo of the guy who asked whether the candidates had spoken to God at #GOPDebate. Color me surprised! httÛ_","negative"
"RT @AuditTheMedia: You could've asked 20 questions to the entire field in 100 minutes, #GOPDebate, instead you struggled to get an average Û_","negative"
"RT @EvanJKessler: I can't believe they went with the question ""any of you guys talk to god lately?"" #GOPDebate","negative"
"RT @lizadonnelly: Watched his last Daily Show last night after the #GOPdebate https://t.co/pIcm3bn9Ma","neutral"
"The reason @realDonaldTrump did not take that pledge at #GOPDebate is exactly because he is a good negotiator.","positive"
"Did Donald TrumpÛªs performance at the first #GOPdebate help or hurt him? http://t.co/ydtIRIdU7H http://t.co/AnDsOm9DMb","neutral"
"Local talk radio in LA is the best the morning after a presidential debate. #GOPDebate","negative"
"Not sure about Jeb Bush, but one thing I know for sure is that he didn't help himself w/last nights #GOPDebate. @OutnumberedFNC @ericbolling","negative"
"RT @thisbrokenwheel: People who five minutes ago were advocating for more violence in the Middle East now straight-faced defend the sanctitÛ_","negative"
"RT @adbridgeforth: Fox News Fails To Disclose Its Pro-Walker Debate Analyst Is A Walker Adviser And Co-Author http://t.co/LPOdl5Pt1t #GOPDeÛ_","negative"
"Fox's lady viewers are pissed at Megyn Kelly. Doesn't Megyn know that a good RW woman takes men's sexism with a smile &amp; silence? #GOPDebate","negative"
"RT @lizadonnelly: I put pearls on Jeb! because he looks like his mom. I drew the #GOPdebate last nightÛ_ https://t.co/MQRw3Qy5YB","negative"
"@InvestingLatest ,, $twtr had 2.24M tweets regarding the following trend #GOPDebate. How many like or comments did $FB have?","neutral"
"RT @1Marchella: This is straight up #fascism. #GOPdebate https://t.co/OL2kRvNQuu","negative"
"Was that a #GOPDebate last night? All the smack they were talking about each other seemed more like leaked lyrics from their diss tracks","negative"
"RT @LynnParramore: MT @PolitiFact: Yep, Clintons attended TrumpÛªs wedding in 2005. Front row seats. http://t.co/YNp8kzIBHJ #GOPDebate http:Û_","neutral"
"Libertarian hate state power? Right? 
Are they silent about this or my volume is on mute?  #GOPDebate #RandPaul http://t.co/ueKBwu19lh","negative"
"Last time, it took 5 days. How long will it take Jeb this time, to correct his horrible Common Core answer at the #GOPDebate?","negative"
"So basically the post #GOPDebate polls have the business candidates beating the political candidates.","neutral"
"RT @lizadonnelly: Political nonsense last night. #GOPdebate (See all on my http://t.co/x6hXFxQjgd site.)Û_ https://t.co/f0UQP5U0Wv","negative"
"Word count from #GOPDebate last night-
God: 19
Planned Parenthood: 5
Abortion: 8
Guns: 2 
Obama: 36
Hillary:29
Israel: 12
Palestine: 0","neutral"
"RT @DonlynTurnbull: Rand Paul called himself a Reagan conservative??? #GOPDebate http://t.co/rJsuJATjCo","negative"
"@RealAlexJones  After watching the debate, i felt that Donald Trump is the new Ross Perot. Do you feel this way as well? #GOPDebate","negative"
"In case you missed yesterday's #GOPDebate. Today's #work tunes. #StayInformed. https://t.co/VgUrzzWJoH","neutral"
"RT @NETRetired: ÛÏ@AdamSmith_USA: democrats watching the #GOPDebate http://t.co/OjuKqGCdb7Û @gop love unborn, it's after birth they starve tÛ_","negative"
"We need to put someone to debate against HRC like @marcorubio. -@JedediahBila on #outnumbered #StudentsForRubio #GOPDebate","positive"
".@FrankLuntz analysis says @GovMikeHuckabee won the debate ÛÓ&gt; http://t.co/QUwoCLfs8q #ImWithHuck #GOPDebate","positive"
"@FrankLuntz @megynkelly your ""focus group"" was a joke! Your takedown attempt of #Trump2016 was a huge fail! Trump won #GOPDebate easily!","positive"
"Record numbers for the #GOPDebate. Everyone tuned in to see if @realDonaldTrump would curse or something. LOL","neutral"
"RT @BernardGoldberg: Donald the real RINO in the race. But he doesnÛªt mean it. http://t.co/9BaQOqpXoN #GOPDebate","positive"
"RT @FMJAmerican: I am seeking solace on @AnnCoulter and @seanhannity Twitter pages. Thanks for the #Truth #GOPDebate @realDonaldTrump httpsÛ_","neutral"
"Rand shoulda pulled a pocket copy of the Constitution out and invited Christie to read it. #GOPDebate","negative"
"http://t.co/BJqhGPPpHY scared when lib news media likes #foxnews #gopdebate","neutral"
"@megynkelly GREAT JOB #GOPDebate","positive"
"RT @queenaeIin: GOOD GOD YALL WE'RE DONE GOIN TO CHURCH #GOPDEBATE","negative"
"""The Republican Party Won Last Night's Debate - and Hillary Lost"" - Breitbart http://t.co/ZCLyMYxZvY #GOPDebate","positive"
"@realDonaldTrump seems a little flustered about @megynkelly... what, can't handle being called out for being trash? #GOPDebate","negative"
"Advice to each #GOP candidate in order of how I think they finished 9th place John Kasich Contrast with Bush more #gopdebate #tcot #p2","negative"
"RT @usweekly: Celebs react to the #GOPdebate: http://t.co/AcfuPbfUlC http://t.co/hNgi4avB6x","neutral"
"Very engaging summary of the #GOPDebate by @washingtonpost . Excellent work, as ever, by @costareports . https://t.co/zHFnP1bnuj","neutral"
"RT @KatieWeicher: The only proper attire for a #GOPDebate watch party with yourÛ_ https://t.co/6ZpQrFsUhR","neutral"
"RT @Tiffanyg89: ICYMI: Here's our coverage of last night's #GOPDebate: http://t.co/LiapP5CW0t","neutral"
"Save America per #GOPDebate .
1. Stronger military
2. God
3. Kill Obamacare
4. God
5. Fix stuff
6. God","negative"
"RT @ItsJaneLindsey: #GOPDebate was like seeing the personal hell God has planned as payback for me not believing in him.","negative"
"RT @DanielGenseric: .@megynkelly doesn't like @realDonaldTrump or @AnnCoulter. I wonder why. #AntiWhites FORCE #immigration/#assimilation. Û_","negative"
"Reading all the blogs &amp; comments regarding last night's #GOPDebate- folks all saying the biggest looser of night was @megynkelly of @FoxNews","negative"
"RT @BRios82: Trickle-Down Econ &amp; your Brother's Recession caused more Poverty. @JebBush....Want to lift them out of poverty? Raise Wages! #Û_","negative"
"#GOPDebate last night is what we call ""diarrhea of the mouth""","negative"
"Conservative media's influence on the #GOP: ""They don't give a damn about governing"" http://t.co/a8uth6vmCH by @calmesnyt #GOPDebate","negative"
"RT @ChrisChristie: I will make no apologies for protecting the lives and the safety of the American people. #GOPDebate https://t.co/gMaMj9nÛ_","positive"
"Trump: the candidate for people who haven't meaningfully updated their views since they saw Rising Sun in theatres. #GOPDebate","negative"
"RT @JHoganGidley: Now on @FoxNews, @seanhannity is about to interview @GovMikeHuckabee re: outstanding debate performance. #GOPDebate http:Û_","positive"
"Did yesterday's #GOPdebate(s) change your mind? Who impressed you? Who disappointed you? Did Donald Trump help himself? Who's your pick now?","neutral"
"@rushlimbaugh is making a great point. When the NY Times, CNN, et al sing the praises of the #GOPDebate moderators, you know it was bad.","negative"
"Steps to help you understand #KKKorGOP: 1) define rhetoric, 2) consume #GOPDebate rhetoric, 3) spot similarities. https://t.co/lkuHW2NRXs","negative"
"@mitchellreports @CapehartJ #RandPaul had a good point, but then turned it into something sophomoric w/ the hug comment. #GOPDebate","negative"
"@Livestream #GOPDebate either way if Donald Trump runs as an Independent which no one will vote for anyway","negative"
"The #GOPDebate was great if you enjoy watching 10 men who forgot they took a laxative earlier in the night. http://t.co/QChYNKfR70","negative"
"Was Chase A. Norton's ""God"" question on last night's #GOPDebate serious was he just trolling??","negative"
"RT @exjon: ""Gov. Christie and Gov. Huckabee, I want to engage you in a hot-dog eating contest. GO!"" #GOPDebate","neutral"
"@GuardianUS yes, thank you! #GOPDebate","negative"
"RT @SalenaZitoTrib: .@TribLIVE sent me to the #GOPDebate in #Cleveland &amp; I wrote stuff --&gt; http://t.co/6OFOA0Hqpa http://t.co/emhmpUPMFy","neutral"
"#GOPDebate watching highlights from last night wow these people are really immature, women bashing and yelling over who got a hug #UniteBlue","negative"
"Score B+ candidates C- moderators, just full of themselves &amp; their presumed cleverness. Just my take. .#GOPDebate #FOXNEWSDEBATE","negative"
"Politicians aren't even pretending to care about the female vote: http://t.co/83epVBwKOt #GOPDebate","negative"
"RT @nonprophetess: ""Received word from God.""

This should be good.
#GOPDebate","positive"
"@Reince How about those in a GOP debate be required to declare they will not run as a 3rd party. If not, have your own debate. #GOPDebate","neutral"
"More Fox News post-debate polling results! @megynkelly #FrankLundt @FoxNews #GOPDebate http://t.co/tXLzXIkK3N","neutral"
"RT @Zoe_Archer: I wonder if it's coincidence, irony, or purposeful that the #GOPDebate is on the anniversary of the Hiroshima bombing.","neutral"
"That 'God talks to me' part at the end... Milk out of my nose #GOPDebate #notfromUS","negative"
"Megyn Kelly was the real winner of the #GOPDEBATE last night 
#FOXNEWSDEBATE  #Trump #FoxNews http://t.co/EEavzmRvb2","positive"
"Frank Luntz: #GOPDebate ""Great News for Ted Cruz"" http://t.co/B7TI3hVn7p","positive"
"I'm glad trump shut down four failing biz. He didn't borrow 19 trillion to keep them afloat and enslave his children's children #GOPDebate","positive"
"RT @ChrisChristie: I will make no apologies for protecting the safety of the American people. #TellingItLikeItIs #GOPDebate
https://t.co/GvÛ_","positive"
"Paul/Christie Debate Hurt Both Candidates.
#GOPDebate","negative"
"RT @sheistyler: Thanks for your #GOPDebate tweets via @teabreakfast! http://t.co/oBhou1rNNJ @JennMJack @TheClothier @elonjames @FeministaJoÛ_","neutral"
"is suffering from an existential crisis.  Is there a need for @WallyWeeins when we have a @RealDonaldTrump?  #GOPDebate #GOP2016","negative"
"Bernie Sanders live-tweeted the #GOPDebate http://t.co/uQ700CGQwN via @HuffPostPol","neutral"
"@HillaryClinton watched the #GOPDebate with the #Kardashians   #usa #doomed #birdbrain","negative"
"I do like #DonaldTrump for his ability to dig his own grave. #GOPDebate","negative"
"This is going to be a long, tiring election season. 
""shockingly ill-informed"" candidates at #GOPDebate
http://t.co/vTK1k0tXiF voa @Slate","negative"
"RT @SissonJack: Huckabee: ÛÏReagan said Û÷trust but verify.Ûª Obama 'trusts &amp; vilifies.Ûª He trusts our enemies &amp; vilifies all who disagrees w Û_","neutral"
"RT @jjauthor: The policies of Barack Obama have managed to provide neither peace nor prosperity! #GOPDebate @realDonaldTrump @tedcruz","negative"
"Dear Internet, can we start #trumping as a thing? Did I make a thing? #trumping #Trump #GOPDebate http://t.co/MI35fDFFmy","negative"
"@garbage_bones: what's the harder game: fuck marry kill w the gop debaters or the teen mom/2 shitty dads???? #GOPDebate #TeenMom2","negative"
"RT @Zoe_Archer: Not watching the #GOPDebate but it sounds, from Twitter, like a race to the bottom.","negative"
"Who told the truth and whose pants are on fire from last night's #GOPDebate? http://t.co/WhLKEkq2FM Û_","neutral"
"Showdown at the #GOPdebate","neutral"
"RT @KyleKulinski: Right-wing economics CAUSED the mortgage crisis &amp; the great recession. And now those same ideas are being proposed as solÛ_","negative"
".@BretBaier named @GovMikeHuckabee has one of his ÛÏwinnersÛ of #GOPDebate ÛÓ-&gt; https://t.co/OBSveWvo41 #ImWithHuck","positive"
"BTW the correct response at last night's #GOPDebate would've been: ""My faith is a personal matter &amp; unrelated to my aptitude as a statesman""","negative"
"Here's why Fox News wasn't streaming #GOPDebate last night: http://t.co/7soOwGIuno http://t.co/wX5gO1thNu","negative"
"Gay Hoover Claims Spark Outrage Among Ex-FBI Agents http://t.co/q4RPV2tBX6

Nixon Johnson America NYT NYC #GOPDebate http://t.co/PVOPzKKT9m","neutral"
"So, I watched quite a bit of the GOP Debate. Trump is an idiot. #trumpisanidiot #GOPDebate #Libertarian","negative"
"RT @NancyLeeGrahn: This is no joke.  http://t.co/bqAaTGjnfe #GOPDebate","negative"
"Yeah the liberal lap dog media loved the #GOPDebate but the people who actually WATCH @FoxNews loathed it. FOX will pay.  @rushlimbaugh","negative"
"RT @TartanTony71: Did this one pop into anyone else's head last night? #GOPDebate http://t.co/r2LWTiemzM","neutral"
"RT @thebighoot: @jan4usa @CarlyFiorina impressive #GOPDebate","positive"
"The clear winners in #GOPDebate were @SenTedCruz and @CarlyFiorina and that is a powerful combo I could support.","positive"
"Biggest problem with #GOPDebate? Fox moderators got more airtime - 31% of total! - than any candidate. #Rush #tcot","negative"
"Anyone else notice Carlton during the #GOPDebate last night? http://t.co/uk6weKJENU","neutral"
"Africa got ppl  RT' &amp; DL' #InternationalBeerDay #GOPDebate #fridayreads @timaya #AMAYANABO_cover  åÈåÈ http://t.co/DRKtW64C1u","negative"
"Not mentioned in the #GOPdebate:
Voting rights
Climate change
Gun violence
Police shootings
Student debt
Inequality","negative"
"RT @drepurse: OK, so if we are gonna talk God, can we talk a little Pope, you know, the one who told you tackle climate change? #GOPDebate","negative"
"Did @FoxNews rig last night's #GOPDebate ?  Put tallest guy with the loudest voice in the middle &amp; give him the most air time Result obvious","negative"
"RT @politicoroger: Donald Trump just tweeted that his jet has landed in Cleveland. The earth moved. #GOPDebate http://t.co/LBef8189yB","positive"
"Donald Trump Parody - FUNNY! https://t.co/NeymfCdJ4O #GOPDebate #Trump #Trump2016 #TrumpEffect #TheGoodLife #Trumpdates #Awepra","negative"
"RT @ryanbhorn: @Nielsen to release ratings this afternoon. The rumor: 10 mil viewers, 16 share.  Making @foxnews undisputed winner of  #GOPÛ_","positive"
"The real winners in the #GOPDebate were the Jr. Debaters, who came across as far more intelligent than the brawling children later on.","positive"
"RT @harikondabolu: I'm missing the #GOPDebate. Did any of the ""candidates"" mention Abraham Lincoln being Republican because they think BlacÛ_","neutral"
"@mitchellreports You do realize you are only talking about @realDonaldTrump all show, just look at the polls for your answer. #GOPDebate","neutral"
"RT @cabot_phillips: Marco Rubio is treating the other candidates like Drake treated Meek Mill #GOPDebate","negative"
"RT @michellemalkin: My fellow conservatives, 1 thing we can all agree on: Best thing about #gopdebate tonite will be: No Candy Crowley! httÛ_","neutral"
"Where could I watch #GOPDebate again besides Fox?
Fox stream quality is terrible!","negative"
"Man, Rubio is a slide for ""best guest actor in a comedy"" next Emmy season. #GOPDebate","negative"
"If the media is fawning over the fox moderators, conservatives should not #GOPDebate","neutral"
"Bill O'Reilly: Pandering O http://t.co/UoHxh0nrKZ  #1A÷¢#StopIran #GopDebateÐ¼http://t.co/ZWmstJJH16Ñã#19T$ #CruzCrew #rush #ycot #tiot #sot","negative"
"Catching up on #GOPDebate tweets. I feel like I missed a real cracker. #lolgop","negative"
"RT @whynotbecca: Tomorrow morning we all wake up and Ashton Kutcher pops out and tells us we've been Punk'd. #OMGOP #GOPDebate","negative"
"A thing I apparently said during the #GOPDebate last night. https://t.co/kyLWwOJ8Oq","neutral"
"LIVE on #Periscope: .@randpaul speaking in Rock Hill SC the day after #gopdebate.  #decision2016  https://t.co/F0ckWeaTZ7","neutral"
"Here's what I know for sure about the #GOPDebate @ 5 &amp; 9, there were 16 people on stage that I am not voting for. #Outnumbered","negative"
"Chris Christie LIES:He was NOT appointed as a U.S. Attorney on the day b4 9/11 attacks. http://t.co/0uZmKVdWWT 
#GOPDebate","negative"
"PeacockPanache: Gov BobbyJindal Vows to Violate the #FirstAmendment If Elected President http://t.co/ZPl3z9WJpl
#UniteBlue #GOPDebate #LGÛ_","neutral"
"timsimms: Gov BobbyJindal Vows to Violate the #FirstAmendment If Elected President http://t.co/ZPl3z9WJpl
#UniteBlue #GOPDebate #LGBT #p2Û_","neutral"
"Yikes. @RandPaul, ""YOU GAVE OBAMA A BIG HUG!"" @ChrisChristie, ""I HUGGED 9/11 SURVIVORS!!!"" #GOPDebate #Dialogue","negative"
"@realDonaldTrump need to grow some thicker skin, the @FoxNews moderator are not the problem. #GOPDebate","negative"
"RT @STOPTHiS: And the big loser if tonights debate is:
Megan Kelly
Megan you insulted our intelligence tonight.

#KellyFile 
 #GOPDebate
#kÛ_","negative"
"The day after the #GOPDebate a man who is mean to everybody is complaining about everybody being mean to him. #TrumpTheWhiner","negative"
"Most air time last night:
THE FOX MODERATORS
#GOPDebate
Really? Why would they make me see more of the fake @megynkelly?
That's just nasty.","negative"
".@USAToday calls @GovMikeHuckabee debate closing a ÛÏshow-stopping zingerÛ #ImWithHuck #GOPDebate","positive"
"gop will keep looking inept next to trump until they can say, ""some of you people don't mean shit to me."" as well as he does #GOPDebate","negative"
"Hoping that @marcorubio takes this country to places we haven't seen in decades! Keep up the good work! #GOPDebate","positive"
"Rush now mocking Megyn Kelly as self serving &amp; narcissistic. #KellyFile #GOPDebate #FOXDebate","negative"
"RT @foxandfriends: .@marcorubio on small business: ""we have to repeal Dodd-Frank, it is eviscerating small business"" #GOPDebate","neutral"
"Here's why it was so frustrating to watch the #GOPDebate as a woman http://t.co/xXcH8PXagF","negative"
"#Carly puts the boys to shame. http://t.co/GwUMbzWD0W #GOPDebate","negative"
"RT @MrGChristopher: lmao RT @Squintz1983 #GOPDebate pretty much https://t.co/OAQ5FcK1wB","neutral"
"RT @politicoroger: Graham: ""If I am elected president I will send our soldiers back to Iraq and Afghanistan to defend this nation."" #GOPDebÛ_","neutral"
"Wish @GovernorPerry's ""oops"" moment from last night was as pronounced and amazing as the one from 2011. #GOPDebate","neutral"
"The only proper attire for a #GOPDebate watch party with yourÛ_ https://t.co/6ZpQrFsUhR","neutral"
"THE TRUE AMERICAN FREEDOM
http://t.co/osTtQcrOY5 Û_

#GOPDebate Mc Donald's Walmart Wall Street Microsoft Sarah Palin http://t.co/kowIILTjRO","neutral"
"New York Sun editorial | The Next Debate http://t.co/1UfbcPVT34 (via @NewYorkSun) #Constitution #GOPDebate #GOP","neutral"
"CNN now has like 4 women acting as ""experts""  on the #Gopdebate :^)","neutral"
"South Africa  RT' &amp; DL' #InternationalBeerDay #GOPDebate #fridayreads @timaya #AMAYANABO_cover  åÈåÈ http://t.co/DRKtW64C1u","neutral"
"#RUSH:  ""#Fox moderators got 31% of airtime at #GOPDebate""","negative"
"#GOPDebate What candidates do you see standing out as a true constitutionalists and would support a #ConventionOfStates ?","neutral"
"RT @TheMorningSpew: Having watched the #GOPDebate, I can honestly say that I would vote for a rock before I would vote for any Democrat. SoÛ_","negative"
"TRUMP WINS! He is FRONT PAGE - Every news source - Billions in FREE Advetising @realDonaldTrump #GOPDebate #Trump2016","positive"
"So I'd say the Democrats won the #GOPDebate GG's Hillary and Bernie _ÙÔÎ","neutral"
"Guys, I'm live tweeting my rewatching of the #gopdebate and not at all focusing on fashion. FollowÛ_ https://t.co/dLZnETgGUm","neutral"
"@TrumpIssues @realDonaldTrump  #GOPDebate #2016Debate elect Trump, only he and @SarahPalinUSA can save America","positive"
"RT @SarahHuckabee: ""Reagan said Û÷trust but verify.Ûª Obama 'trusts &amp; vilifies.Ûª He trusts our enemies &amp; vilifies all who disagrees w him!"" #Û_","neutral"
"Advice to each GOP candidate in order of how I think they finished 10th place Jeb Bush Get a pulse in a hurry #gopdebate #tcot #p2","neutral"
"RT @Sir_Max: RhondaWatkGwyn: He has the most dedicated Twitter &amp; Facebook followers. #ImWithHuck #GOPDebate #th2016 #ccot #tcotÛ_ http://t.cÛ_","neutral"
"RT @JDWinteregg: No GOP POTUS will succeed if conservative reps can't ""vote their districts"" w/o fear of retribution. #FireBoehner #OH8 #GOÛ_","negative"
"#MarcoRubio will destroy that sick liar #HillaryClinton in a 1on1 debate if he gets the chance &gt;&gt; ( #GOPDebate #tlot #tcot #p2 #rnc #dnc )","positive"
"RT @MikeDrucker: These candidates are against abortion because none of their presidencies are coming to term. #GOPDebate","negative"
"Now getting to watch #GOPDebate. Rand Paul bad hair Donald Trump worse hair Marco Rubio great hair Chris Christie fat.","negative"
"And it was ALOT of ""I know you are but what am I!?"" type of ""comebacks"". I sat there watching almost in disbelief #GOPDebate","negative"
"RT @jamalraad: Trump immigration strategy https://t.co/QZMfehR8VF #GOPDebate","positive"
"#Out Thank u for thoughtful reflection on #GOPDebate. A @FoxNews recovery. Some Trump ques lame BS fluff. Made Megyn look bad.","positive"
"He was phenomenal! Of course. I knew he would be. _Ù÷ä #ImWithHuck #GOPDebate #th2016 #ccot #tcot #teaparty #pjnet https://t.co/OUcmHIyfhz","positive"
"RT @TheBaxterBean: GOP Denied $50B Infrastructure, While Pushing $800B Unfunded Tax Cuts For Top 1% http://t.co/dBGqRCrVBF #GOPDebate http:Û_","negative"
"Rush on #GOPDebate: ""I have never seen this kind of public backlash against Fox News personalities since the network launched in 1997. #tcot","negative"
"RT @DemsAbroad: We're not saying everything they say is crap, we're just saying it looks a whole lot like what our cat ate 45 minutes ago. Û_","negative"
"Camille Paglia's hilarious review of candidates' performances at #GOPDebate http://t.co/Ahwy1KmdJH","neutral"
"Why do you want people at your wedding whose presence has to be commanded? @realDonaldTrump  @TMP  #GOPDebate  #GodfatherTrump","negative"
"RT @ShonTony: ÛÏ@TheDemocrats: #GOPDebate is looking a lot like this: http://t.co/W8UMl4CyeeÛ #TrumpEffect","negative"
"RT @Hardline_Stance: 10 million people watched FOX #GOPdebate last nite &amp; there's 40 million people tuned in right now to find out what I tÛ_","negative"
"What I learned from the #GOPDebate:
Some guy's dad was a mailman. Jesus Christ is everyone's running mate. The GOP has run out of women.","negative"
"No channel to watch now. #CNN is liberal,#FNC &amp; @megynkelly r #RNC hitman #crony . @realDonaldTrump dont join #GOPDebate anymore #GoTrump","negative"
"Because we are gluttons for punishment, we watched both debates. We may have a few things to say come Sunday. #GOPDebate","neutral"
"RT @SharkWeekTunes: When is #FoxNews handing out the Squirt guns?

#GOPDebate

http://t.co/Y2tkjQLMY2","negative"
"RT @hikergirl425: @AandGShow #GOPDebate 
Couldn't help myself! http://t.co/MQVUzm3v5F","neutral"
"Trump proud of misogyny tries to intimidate her. Ugh.
Donald Trump &amp; Megyn Kelly at the Fox News #GOPdebate  http://t.co/PGQBMaRAGr","negative"
"RT @Ian56789: Ask which of them is against #TPP job destroying Corporate Power Grab http://t.co/wHN0BLTejf #GOPDebate http://t.co/6giNJlaVI4","negative"
"RT @ShannonBream: Generations will look back and think we're barbarians for murdering millions of unborn babies - says @MarcoRubio #GOPdebaÛ_","neutral"
"Here's why it was so frustrating to watch the #GOPDebate as a woman http://t.co/fh5XBOqW87 via @HuffPostWomen","negative"
"RT @dagenmcdowell: If you don't want people to think about your weight, then don't style your hair like Bob's Big Boy, Gov. Christie. #GOPDÛ_","negative"
"RT @erikrush: RT @KLSouth: .@JebBush &amp; Valerie Jarrett having dinner together. Rupert in middle. http://t.co/4jBeRb60DG #jeb2016 #NoMoreBusÛ_","neutral"
"Oh Poor,  Trojan Horse Trump pouting because he's a VICTIM Now?? #tcot #ccot #GOPDebate","negative"
"still just baffled at some of the things said last night...I can't believe there's many people who take those assholes seriously.
#GOPDebate","negative"
"@Livestream #GOPDebate as a blogger  the debate was about making sure Donald Trump doesn't pull a Rose Perot, that is how Clinton won","negative"
"""I don't insult women, but the woman who brought it up is a bimbo."" - Trump

#GOPDebate","negative"
"RT @Slate: Who won the #GOPdebate? You tell us! http://t.co/6e0DS9y67b http://t.co/iGcaX6oH21","neutral"
"Politicians like .@HillaryClinton can accept money 4 campaigns from foreign donors, but Trump can't call someone a ""fat pig."" #GOPDebate #PC","negative"
"@megynkelly #GOPDebate What's your thoughts on the comments on your Facebook page concerning #Trump ?s having a Motive behind them","negative"
"RT @ZoeWentzel: The #GOPDebate got me like... #Hillary2016 http://t.co/zNulwsRGyh","negative"
"RT @harikondabolu: Bobby Jindal said ""Immigration without assimilation is invasion."" OH MY GOD, THIS MAN HAS NEVER EATEN GULAB JAMUN. #GOPDÛ_","negative"
".@realDonaldTrump Aww, does him have a sad because he thinks the Fox News reporter was mean during the debate? #GOPDebate #DonaldTrump","negative"
"The nerve of Cruz to blame Obamacare on the greedy insurance companies raising their premiums for profit. #GOPDebate","negative"
"RT @rajaChristina: Lst nt, #ScottWalker said he'd deny a rape victim n abortion.I guess you can love a fetus and still have no heart. #GOPDÛ_","negative"
"RT @HeatherChilders: 'God has blessed the Rep party with a lot of great candidates, the Dem party cannot even find one"" @marcorubio #GOPDebÛ_","positive"
"What else is new. Should we pretend to be surprised? ""#GOP @housegop candidates veer from truth"": http://t.co/7ZpGWQrgoS #GOPDebate","negative"
"Last night's #GOPDebate: what topics merited attention, and which were ignored #GOPtbt http://t.co/y8AQr9oQJY So much for #ClimateChange!","neutral"
"RT @KatiePavlich: Donald Trump isn't a Democrat, he isn't a Republican, he's Donald Trump. #GOPdebate","positive"
